text,label,topic
"Dans le Nord, les usines textile ont été fermé pour des raisons de pollutions dans les années 70. Le FRANCAIS se promène toujours pas cul nue. Polluer loin est traite.",1,nothing
"Merci Olivier, Voila une très belle synthèse du sujet. Pour ma part je le mets également depuis des années dans le composteur, mais j'en garde toujours un peu de coté dans un sac. je l'ai utilisé plusieurs fois pour faire déménager des fourmilières. j'ai saupoudré généreusement la terre du pot de mon citronnier envahi de fourmis et sur une autre fourmilière mal placée sur un lieu de passage et cela a marché. Mais rien de scientifique :) C'est juste mon expérience. Je profite de ce premier commentaire sur ta chaine pour te féliciter. Tes sujets sont toujours aussi passionnants, traités avec autant de clarté que d'humilité. Bravo ! Benoit de Vendée",0,P2
Le souci pour moi cest toujours les vacances 😩,0,nothing
On peu peu être vous envoyer des graines? Pour participer...,0,nothing
"salut , de nombreuse solutions existe pour faire du bois comme après les tempètes . la dernière ""ciaran "" , ma permis de faire une énorme réserve de bois pour presque rien avec peu de difficultée pour le récupérer . le bois trainait au bord des routes dégagées et était coupé en morceaux par les services ""dde"" .",0,nothing
"Au lieu d'utiliser une hachette , on peut utiliser une serpe . Beaucoup plus légère et fine qu'une hache . Il suffit de poser la lame à l'endroit où on veut couper , et de lever le bois en même temps que la serpe , donner un premier petit coup pour bloquer la serpe dans le bois , et quand c'est fait , lâcher le bois pour le deuxième coup qui sera plus fort évidemment : à moins d'être très maladroit , pas de risque . Bonus : on travaille assis avec un billot de 80 cm de haut . Je le fais depuis des années sans problèmes .",0,nothing
Vraiment bien c'est bien dis en vrai bonne parodie!,0,nothing
Merci Benoît pour cette super vidéo que j'ai bien partagé ! Vous faites parti avec l équipe de la Cagnole des heros d'aujourd'hui !,0,nothing
"Je commence à sortir mes plans dehors, en surveillant la météo et le risque de gel, mais tjrs dans leurs godets dans le cas où je dois tout rentrer... J'ai le même type de vaporisateur que j'utilise pour mes semis d'intérieur. Rapide et pratique pour les semis, mais pas assez d'eau pour un arrosage en serre je trouve, j'ai du coup installer ma pompe avec un mode vapo au bout du tuyau.",0,nothing
super video merci c est vrai que l autonomie c est a plien temps la journée ne suffit pas mais c est valorisant et passionnant,0,nothing
"Très belle vidéo ! Simple et claire, et dans ce cadre idyllique ... Cela fait du bien, en même temps qu'on apprend ! Merci Stéphane et bonne continuation ! 💐💖🙋",0,nothing
Tout ça pour des couverts végétaux Le monde a l envers,1,nothing
Merci pour toute c’est info et de faire partagé ton job 👍🏻,0,nothing
"Bjr. Merci pour le partage J'ai fait un essai de melon sur bâche ensilage cette année. Direct sur prairie après 1mois de bachage. 2 arrosage au pied directement pendant la croissance de mai à juillet. Puis arret de l'arrosage 3 semaine avant la première récolte fin juillet. C'était en extérieur je suis nord Aveyron avec melon vieille France Parcelle de 20m2 pour 60kg de melon environ Petite question du coup, ils étaient bon mais certains surtout à la fin étaient farineux. J'ai aussi eu le mildiou à partir de mi juillet. Cette irrégularité du goût selon les mleons peut venir d'où ?",0,P2
Super vidéo continue comme sa 😁,0,nothing
"Bonjour, merci pour ce partage, le semoir terrateck précise qu'il est préférable d'utiliser des graines enrobées. Si tel est le cas, cela réduit considérablement l'utilité de ce semoir. Pratiques tu avec des graines enrobées, ou cela fonctionne-t-il bien avec les graines nues ? Merci, Pierre",0,nothing
La fenditte aiguë à un prix .... Le meilleur vaccin contre est d aimer le vieux matos et de s en contenter. ... Et de l entretenir !!,0,nothing
Bonjour Olivier je suis tout a fait d'accord avec toi. Je voudrais juste te faire remarquer que le geste que tu fais àvec la grelinette il est pas tout a fait correct.,0,P6
"Vous vous êtes interrompu sur le sujet des rats taupiers, ca m'intéresse ... Aussi de développer le sujet sur les limaces...",0,P2
Bravo beau reportage et une animatrice dynamique et curieuse,0,nothing
content de mettre un visage sur le videaste de l'archipelle ( en fait j'avais reconnu la voix de la personne ) super video !!,0,nothing
"De bien belles images 👍 Dommage que la vidéo soit aussi courte, on en aurait bien regardé un peu plus",0,nothing
Merci pour ces retours d’essais gratuit. Hâte de suivre les suites 🌱😉,0,nothing
Magnifique tracteur avec une magnifique chaîne mais dommage que les sièges soit sale 😉,0,nothing
"J'ai regardé avec toujours le même grand plaisir cette vidéo qui m'encourage car mon potager n'est pas aussi beau que le votre Merci encore Je n'ai pas expérimenté l'ombrage mais pour la saison prochaine je ne manquerai pas de le faire car vous m'avez convaincu, je pense que la forte chaleur varoise est la principale cause de l'état de mon potager. Je dois encore progresser !! Pour la conservation des tomates, une idée qui me convient bien et qui est à l'origine celle de ma grand tante qui était agricultrice lorsque j'étais enfant. Dans des bocaux, je coupe les tomates en deux, j'épépine et les place en les tassant un peu. Je ferme et mets à stériliser 40 mn. Ainsi on peut les utiliser l'hiver pour des tomates à la provençale par exemple ou pour tout autre préparation. C'est assez pratique. Encore merci pour tous vos conseils. A bientôt",0,nothing
"Bonjour Édouard, je pense que tu peux mettre un peu plus de graines par alveoles pour les oignons. En environ 4 ou 5.",0,nothing
Je l’ai mercredi normalement 👍,0,nothing
Bravo!!! Un régal de vs ecouter... Je suis amateur de jardin potager sans engrais sans traitement et grande quantité pour 10 personnes.. Une passion comme vous... Jardin remarquable de Laroque Escatalens 827oo....chapeau à vous... Continuez à ns régaler... Merci,0,nothing
👍👍👍👍👍👍👍👍👍👍👍👍👍👍,0,nothing
Bonjour Damien j'ai une petite question concernant les verres: j'ai garder mes anciennes fenêtres double vitrage. Faut-il laisser ce double vitrage ou essayer de récupérer un seul vitrage ? Merci pour tes vidéos 👍🏻🌳,0,nothing
"La vodka c'est de l'alcool, n'importe quoi !!!",0,nothing
"Super ! Très intéressant, comme d'hab !",0,nothing
"Salut, si tu regardes ce qu'est le cycle de rhizophagie, tu vois que toutes les plantes sont capables d'obtenir de l'azote via des bactéries fixatrices d'azote. C'est juste que les légumineuses le font avec des nodules, là où les autres plantes le font avec des bactéries libres. La difficulté c'est qu'on utilise énormément de graines ""modifiées"", de variétés de maïs qui ne fixent plus l'azote, de graines qui n'ont plus les bonnes bactéries à leur surface... Car une graine a déjà sur elle les souches de bactéries nécessaires pour avoir tout ce dont elle a besoin une fois qu'elle germe. Chaque type de plante a différentes spécialités. Ce qui fait que quand tu plantes différentes familles de plantes ensemble, elles s'échangent ces bactéries de proche en proche, y a pas que des échanges via les mycorhizes (ça c'est plus long). Ça explique pourquoi dans un couvert végétal, plus tu mets de familles de plantes mieux ça marche, même sans légumineuse. Et pourquoi rajouter même une crucifère, qui ne se mycorhize pas, apportera quand même un plus : car elle partage ses bactéries qui lui permettent de prendre phosphore et potassium efficacement (elle en a besoin, car pas de mycorhize). Bref tout ça pour dire que le modèle de la permaculture qui met des légumineuses partout est en réalité plutôt faussé : toute diversité de plante est bonne et améliore la croissance des voisines. Pas que les légumineuses. Y a plein de plantes pionnières fortes en azote qui ne sont pas de légumineuses : les saules, les sureaux, les bouleaux, les églantiers, les sumacs, les ailantes... Et parmi les vivaces, ben tu as toutes les graminées par exemple. Sur un sol défoncé, tu vois pas du tout une majorité de légumineuses. Quelques trèfles, du genêt et de la luzerne peut-être, mais beaucoup de chiendent, chardon, fétuque, coquelicot, molène, vipérine... Donc les légumineuses ça marche, mais faut pas faire une fixation dessus.",1,P6
"beau boulot au fournil, variétale, farine ultra complet, respect du produit de A a Z, vrai respect ;) la partie agronomique à elle encore de la marge de progrès, mais on peut pas tout faire à 200 % d'un coup, normal",0,nothing
Meilleurs voeux à vous et continuez vos bonnes vidéos,0,nothing
"Coucou Maud, effectivement il pleut il pleut et il pleut...tellement que j'ai l'impression qu'il pleut depuis le mois de mai 2023 ...c'est moralement épuisant.... la bise 😘",0,nothing
"Arrêtez de minimiser les erreurs du ministère. Ce ne sont pas des erreurs. C'est leur projet: privatisation de tout. Davos & co. Regardez le marché de l'eau en australie et le nombre d'exploitations agricoles qui ont arrêté parce que l'eau qui y passait naturellement depuis des millénaires est devenue payante. Aucune erreur d'écriture, projet clair dans tous les domaines du vivant. Merci pour votre engagement",0,P3
Merci pour cette franchise et la demonstration du principe de réalité.,0,nothing
"Génial . Par contre sur un terrain en pente il faut pouvoir les placer sur des supports droits, c est faisable avec des palettes !",0,nothing
"Salut Maud, Il n'y a plus qu'à 👍👏 Ça serait bien que tu prennes régulièrement la température ou plutôt mettre un thermomètre dans ta couche chaude afin d'observer la montée en température et sa stabilisation à 25 voire 30° 😉 Pépé JP de ch'nord",0,nothing
La zik est terrible ❤😁👍🍀,0,nothing
Vous n'avez pas trouvé un épeautre non-hybridé ??? Comment est-ce possible. Il y'a de nombreux fournisseurs de semences d'épeautre non hybride. Tout ce que vous avez à faire est de rechercher semences d'oberkulmer.😮,1,nothing
Merci merci Maud,0,nothing
On veux plus de vidéo 😋😋😋😋,0,nothing
Super la vidéo ! Mais oui j' aimerais tout savoir sur ces pizzas de rêve. 😋🍅😊🌼,0,nothing
Que c'est beau wwwwoooowwww,0,nothing
Tu peut pas sortir les 9kw en électricité,1,nothing
Pour ceux qui se poseraient la question.. il est parfaitement possible de remplacer le mastic par de l'argile et l'élastique par du raphia ou autre lien végétal.. en fait il faut être créatif et surtout oser expérimenter ! Les anciens réalisaient cela avec une opinel et un peu de terre. 😘,0,nothing
"Bonjour, Faut-il obligatoirement ajouter du sucre ? Merci",0,nothing
choucroute😂,0,nothing
quel boulot ! bravo c etait passionant,0,nothing
Bonsoir pourquoi tu n'a pas acheter moins cher !!!!,0,nothing
Salut skyppi 5 outils du paysan numéro un les bottes TOUT FAUX NUMÉRO UN les tongs numéro deux l'ambre solaire le parapluie tu peux oublier je suis curieux de voir ton rendement pour ce qui est sécheresse ça va de mal en pire. bizoux Antoine.,1,nothing
Que pensez-vous du Berkey ?,0,P3
Une petite question … tu l’as acheté où ton bac à 3min 40 ? … et chouette vidéo …merci de La Rochelle,0,nothing
"Salut Olivier, quel est l intérêt de semer en alvéolé ou en caissette ? OK pour les semis rapide et fin comme ail oignon échalote poireau. Mais tomate, aubergines, poivrons...? il faut surveiller très souvent l’arrosage puis les repiquer dans des godets 7x7 ce qui fait plus de travail et de perturbations pour les semis. . Bonne soirée et merci à toi.",0,nothing
