,Unnamed: 0,text,label,topic
971,993,vidéo a voir pour savoir ou finissent les animaux de cet agriculteur https://www.youtube.com/watch?v=Z5csZi7n1x0&feature=youtu.be,0,nothing
69,73,"Je découvre vos vidéos et j'adore! C'est passionnant et vous êtes passionnant! J'ai découvert le maraîchage sol vivant par un maraîcher en février 2020, en Catalogne française dans l'arrière pays de Perpignan. Et depuis, je suis convaincue par cette pratique et cette démarche, qui, comme vous le dites, va bien au-delà de l'agriculture biologique qui recopié le modèle d'agriculture classique en remplacement les produits par du bio. J'ai hâte de voir vos autres vidéos, et j'aurais un très grand plaisir à venir vous rencontrer.",0,nothing
590,608,Que pensez-vous du Berkey ?,0,P3
821,842,"Bonjour, Merci pour la vidéo ! Ils ne mettent pas de fumier / engrais bouchons ?",0,P6
757,776,"La Ferme de Cagnolle ne peut-elle pas vendre aux AMAPS ? Dans mon village les personnes sont très satisfaites de ce système. Il va falloir se réapproprier notre liberté, sans ces élites complètement à la ramasse. Une permacultrice décroissante.",0,nothing
491,506,Bonjour avez vous une idée des quantités d'eau utilisées sur l'année pour 5000m2 svp?,0,P3
261,271,Aussitôt vue aussitôt fait comme pour la cramaillotte merci pour tes vidéos c'est toujours un plaisir 😄,0,nothing
237,247,Tu nous prends pour des con à mettre des explication partout,1,nothing
323,334,"Pourquoi t'aimes pas trop les méga bassines? C'est vrai que c'est d'actualité, c'est intéressant. Pas facile d'avoir un avis tranché, et on ne met en avant pour le moment que des discours peu nuancés.",1,
1224,1251,Super intéressant 👍 merci !,0,nothing
603,621,"Bonjour Olivier, c'est un atout d'avoir ce compteur d'eau pour l'arrosage, mais cette année ici a Lézignan pas de pluie , forte chaleur et du vent beaucoup, pour ma part récupération de l'eau de pluie dans une cuve enterrée, un puit et deux cuves de mille litres j'arrive vers le 15 août, je paille, je fait des structures pour sur tes conseils pour ralentir le soleil et sans eau pas de potager merci pour ta vidéo je suis tes conseils, mais c'est pas facile terre de vigne et pas d'eau, merci pour tes conseils utiles je progresse tout les jours a plus marc",0,P3
1229,1256,"intéressant ! J'ai des airs pots, parce qu'on me l'avait conseillé pour la croissance comme tu le dis. J'avais vaguement conscience de ce phénomène de chignon mais cette vidéo l'explique très bien.",0,nothing
83,87,"Bonjour, connaitriez vous un pepinieriste qui livre de l asiminier dans le nord de la france ? Merci.",0,nothing
857,878,"Très sympa ce parcours au marché du coin 😊. J aimerais bien un conseil sur des variétés de haricots vert sans trop de fils, et même ton expérience sur des bonnes variétés de légumes Comment arrives tu à maîtriser les chenilles sur les choux, j adore ce légume. Merci pour ton travail",0,P2
317,328,Bonjour Olivier est ce que je peux vous suivre sachant que J habite à lourdes dans les hautes Pyrénées vous êtes d où svp ?,0,nothing
1118,1142,30:08 colonne rouge ce serait les charges op. Mais où sont les charges de structures ?,0,nothing
156,162,bravo jolie réussite Stéphane pour cette greffe avec plusieurs variétés. cela peut être très intéressant pour créer une jolie propriété arboré 🙏🦁😎✋✋,0,nothing
306,317,"Si on fait sa coupe de bois, il suffit également de garder une partie des branchages pour faire des fagots. C'est ce que je fais, je fait mon bois en coupe sur deux ans et mes fagots : j'utilise tout ce que l'arbre peut me fournir et je ne gaspille rien 😉",0,nothing
763,783,Bravo 👍merci pour l'info 😉,0,nothing
869,891,"Bonjour Olivier Je suis hyper novice en potager, mais vos vidéos m'ont motivée à faire les choses bien !! Mon petit potager est en presqu'île de Crozon au bout du Finistère, plein ouest, face à la Mer. La terre me semble pauvre et inerte, il y avait avant une ancienne haie que j'ai arraché, et je crois avoir sorti un vieux drain de cailloux (l'horreur, c'est des milliers de petites pierres dans une terre déserte...). J'avais acheté de la ""terre végétale"" pour corriger le tir mais je me suis fait arnaquée aussi ! J'attends le passage des tempêtes avant de m'y remettre, je vais tenter le carton + algues et fumier de cheval + paille. Et merci pour ses vidéos motivantes et bienveillantes !!",0,P6
1081,1104,"Merci pour la vidéo et bravo aux frères Dieudonné qui savent rester pragmatiques tout en ayant des objectifs élevés en terme d'écologie. Et en plus, le résultat est là. Un super exemple pour les apprentis maraîchers en msv. Encore merci pour le partage d'expérience !",0,nothing
734,752,"Je dégage de cette chaine, je suis dégoutée!",1,nothing
1064,1086,Qui et la grâce à TF1 liker et abonner vous a a ma chaîne svp,0,nothing
833,854,"Bonjour, une année j avais planté mes tomates sous serre, assez proches et pan maladie qui a contaminé tous mes plants, taches noires et oidium.. Donc l an dernier pleine terre , ayant changé de région, au sud..et écartement des plants..j ai eu 2 plants de malades qui n ont pas contaminé les autres…et une magnifique récolte…la contamination est quand même un problème, comment fait il 😮? Sinon merci pour cette vidéo très instructive et pour le beau travail de montage.",0,P2
749,767,"Les gens qui raisonnent en absolu sont bêtes, l'autonomie c'est comme tout le reste dans la vie, elle est relative, tout comme dans le capitalisme on pratique un minimum de socialisme (personne ne paie la canette de coca qu'on prend dans le frigo de maman) et dans le socialisme on pratique un minimum de capitalisme (même en URSS l'état ne distribuait pas tout gratuitement et l'argent existait), en autonomie il ne s'agit pas d'être entièrement autonome, on parle d'une relative autonomie qu'on prend vis-à-vis du système étatique en cas de rupture d'approvisionnement, et en aucun cas on ne se sépare de ce qui nous approvisionne autrement, que ce soit un arbre ou un supermarché, peu importe, il a toujours été question de l'indépendance relative vis-à-vis de l'état, pas du monde en tant qu'environnement naturel ou culturel ou tout simplement les autres humains. Comme disait Cioran, essayez d'être libre et vous mourrez de faim, l'indépendance absolue ou toute autre pensée absolutiste est forcément débile, c'est pas la faute à l'autonomie, c'est la faute au manque de réflexion.",1,nothing
189,198,❤,0,nothing
325,336,"Merci pour cette vidéo, prenez soin de vous et de votre famille, à bientôt.",0,nothing
1121,1145,"Salut Maud. Je ne supporte pas les donneurs de leçon ! On voit la paille dans l'œil du voisin, mais on ne détecte pas la poutre qu'on a dans le nôtre. Je suis entièrement d'accord avec toi et je te soutiens à 100 %. J'adore tes petites vidéos ""remise à niveau"". Bravo pour tout ce que tu fais sur ta chaîne",0,nothing
349,361,"Bonjour, Comment arroser si l'eau est chaude car le sombre absorbe beaucoup plus de calorie que le claire ? Comment les plantes vont reagir si leau est plus chaude. Merci pour vos vidéo",0,P3
665,683,"bonjour,faire des mini barrages dans les fossés est une exellente idée,peu couteuse et est trés efficace,il suffit de se demander comment faisait les cantonniers avant les pelles mecaniques,pour info les paysans était tenu d'entretenir les talus et les fossés autour de leur ferme et de leurs champs et vu le travail à fournir il ne faisait pas n'importe quoi.Je pense que si la dde avec ses moyens énormes bien ciblée éviterait bien des inondations et serait nettement moins couteux à la collectivité.",0,P3
23,26,"Bonjour, je peux confirmer ton verdict, chez moi 6000h route et champs et seulement 40% d'usure, très bonne régularité d'usure , mais c'est vrai flancs dur et pas le plus confortable,mais abordable sur le plan tarifaire, ce sont les pneus idéal en 2e montes. Après ces pneus sont fabriqué en Inde avec peu de considération social ...",0,nothing
200,209,"Bonsoir Olivier. Tout d'abord, bravo pour tes vidéos passionnantes et instructives et ton jardin qui fait rêver. Jardinier amateur depuis de nombreuses années, je m'inspire beaucoup de ce que tu fais. Avec beaucoup moins de succès! ! ! L'apport de compost, de fumier, le paillage, le semis d'engrais vert... mais les résultats restent mitigés. Cette année aurait pu être bonne, mais hélas, un épisode de grêle, fin juin, a tout ruiné en quelques minutes. J'habite dans le centre de la France. Cette année, j'ai aussi opté pour l'apport de bactéries, je ne crois pas que tu aies déjà abordé le sujet. J'ai l'impression que ça aide un peu à l'amélioration du terrain. Qu'en pense-tu? As-tu déjà eu des avis sur le sujet? Si tu as la possibilité, ton avis m'intéresse. Continues à te régaler avec tes récoltes et continues de nous régaler avec tes vidéos.",0,P6
1278,1306,Très bonne vidéo pleines de sens qui explique bien un raisonnement utile lors d’un achat d’un outil agricole. Je viens de voir cette vidéo je vais regarder les autre et m’abonner de suite 👍,0,nothing
607,625,Super très ludique,0,nothing
1036,1058,L'année dernière mon père a fait du sorgo il fessait 3 m de haut sans irrigation alors que il y a 3 ans il en a fait qui faisait entre 10 et 20 cm,0,P3
149,154,Bonjour Stéphane superbe idée Pour info suite au stage les greffes ont toutes reprises Mais je l'avoue je ne les arroses pas régulièrement Je garde un très bon souvenir de notre rencontre Eric,0,nothing
1266,1294,"Bonjour, économie par le temps de travail du sol , mais quels sont les couts réelles et externalisés des phytos et engrais chimiques .............",0,P6
981,1003,Horrible,1,nothing
490,505,"Le problème du nucléaire c’est le secret qui l’entoure . L’utilisation militaire qui en est fait. L’abscence totale d’information fiable et transparente sur le fonctionnement , le niveau de pollution grave qu’il provoque, lui aussi occulté ; ainsi que le recours à des études médicales et pseudo scientifiques truquées pour en maquiller les effets gravissimes ( environnement des centralrales,côtes et plages polluées ,Normandie, delta du Rhône..)et aussi en terme de contamination cancéreuse ( comme dans le Corentin); la gestion hautement problématique des déchets et aussi ce fait terrifiant: à ce jour aucune centrale nucléaire( y compris la première petite centrale de Braspart en Bretagne « judicieusement » placée dans un environnement granitique radioactif) n’a pu être démantelée et dépolluée .",0,nothing
142,146,Merci beaucoup pour toutes vos vidéos !!!,0,nothing
324,335,Une excellente synthèse qui montre le chemin qu'il faut prendre : l'agro-écologie !,0,nothing
55,59,"Bonjour, que pensez-vous des panneaux solaires à 1€ ? En regardant la vidéo j’ai justement eu une pub pour ça.",0,nothing
1172,1198,Bonjour olivier mes déchets de cuisine je les mélange avec du broyage de végétaux qu’en pensez-vous ?,0,P6
1116,1140,"Salut Maud!! On dirait moi avec mon mari en jardinerie ""euh Chéri je prends ça non? Non? Ben Siiiiiiii enfin, ce sera tellement bien !!!"" Et bravo pour la musique (country j'adore mais à fond à fond",0,nothing
112,116,Si j'ai bien calculé ça donne 62.5 T/Ha ! Ça vend déjà du rêve...,0,nothing
1309,1337,T'es un génie 😂,0,nothing
1259,1287,Merci beaucoup 🙏🏼,0,nothing
229,239,"le fameux ""ça dépend""....ça dépasse 😂😂😂",0,nothing
216,225,Bonjour à vous vœu bossé très bien félicitations,0,nothing
1190,1217,Vous avez le débouché pour vendre toutes ces productions ? Quel est votre structure de vente ? Bon courage.,0,nothing
1302,1330,"Je récupère l eau du lavage des mains et des légumes ainsi que l eau de cuisson ( que je laisse refroidir) pour arroser. Et cela suffit car j'ai beaucoup moins que vous a arrosé 😁 . Ici aussi toilettes sèches. Par contre je ne récupère pas l eau de la douche, de la machine à laver et lave vaisselle qui se rejette directement sur mon terrain. Comme vous je n' utilise que des produits écologiques et sans logos nocifs. J'ai remarqué que les oiseaux et guêpes venaient y boire donc je leur laisse. Nous avons un forage et de l eau de pluie qui allimentent la maison. Nous consommons environ 300L par semaine ( nous achetons en plus de ça l eau en bouteille car nous n avons pas encore investi pour la potabilisé) pour 2 adultes, 2 chiens et 10 poules. Je pense que nous sommes extrêmement économes 👍",0,P3
